Year,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19
1987,36.6046,38.4963,18.6744,41.3163,24.2329,28.326,23.6335,33.4615,37.0237,33.7479,23.6065,19.6589,44.3624,22.9752,28.3363,14.6709,22.9285,14.4455,24.6124,39.0178
1988,36.6264,38.5306,18.5782,41.3691,24.1733,28.2933,23.5699,33.4626,37.0483,33.7509,23.5428,19.5692,44.4353,22.9073,28.3037,14.5483,22.8603,14.3215,24.5553,39.0555
1989,36.6543,38.5711,18.4865,41.4284,24.1186,28.266,23.5113,33.4695,37.0789,33.7597,23.484,19.4841,44.515,22.8443,28.2764,14.4299,22.7969,14.2015,24.5031,39.0995
1990,36.6882,38.6178,18.3992,41.4942,24.0689,28.2439,23.4575,33.4822,37.1157,33.7743,23.43,19.4034,44.6013,22.786,28.2544,14.3155,22.7384,14.0856,24.456,39.1497
1991,36.7281,38.6707,18.3163,41.5664,24.0241,28.2272,23.4086,33.5006,37.1585,33.7947,23.3809,19.3273,44.6944,22.7326,28.2377,14.2053,22.6847,13.9738,24.4138,39.2062
1992,36.7741,38.7298,18.2379,41.6451,23.9843,28.2157,23.3646,33.5248,37.2073,33.8209,23.3367,19.2557,44.7942,22.6841,28.2263,14.0991,22.6358,13.8661,24.3766,39.2689
1993,36.8261,38.7951,18.164,41.7301,23.9493,28.2095,23.3254,33.5547,37.2623,33.8528,23.2974,19.1887,44.9006,22.6403,28.2203,13.997,22.5917,13.7624,24.3443,39.3379
1994,36.8841,38.8665,18.0944,41.8217,23.9194,28.2087,23.2912,33.5903,37.3233,33.8905,23.263,19.1261,45.0138,22.6014,28.2195,13.899,22.5524,13.6628,24.317,39.413
1995,36.9481,38.9442,18.0294,41.9197,23.8943,28.2131,23.2618,33.6317,37.3903,33.934,23.2334,19.0682,45.1338,22.5673,28.224,13.8051,22.518,13.5673,24.2947,39.4945
1996,37.0182,39.0281,17.9687,42.0241,23.8742,28.2228,23.2373,33.6789,37.4635,33.9832,23.2087,19.0147,45.2604,22.538,28.2338,13.7152,22.4884,13.4758,24.2774,39.5821
1997,37.0943,39.1181,17.9125,42.135,23.859,28.2378,23.2177,33.7318,37.5427,34.0382,23.1889,18.9658,45.3937,22.5135,28.2489,13.6295,22.4635,13.3884,24.265,39.676
1998,37.1765,39.2144,17.8608,42.2523,23.8488,28.2582,23.203,33.7905,37.6279,34.099,23.174,18.9214,45.5338,22.4939,28.2693,13.5479,22.4436,13.3051,24.2576,39.7762
1999,37.2646,39.3169,17.8135,42.376,23.8435,28.2838,23.1932,33.8549,37.7193,34.1656,23.164,18.8815,45.6806,22.4791,28.2949,13.4703,22.4284,13.2258,24.2551,39.8826
2000,37.3588,39.4255,17.7706,42.5062,23.8431,28.3147,23.1882,33.9251,37.8167,34.238,23.1588,18.8462,45.8341,22.4691,28.3259,13.3969,22.4181,13.1506,24.2576,39.9952
2001,37.459,39.5403,17.7322,42.6429,23.8476,28.3509,23.1881,34.001,37.9201,34.3161,23.1585,18.8154,45.9943,22.4639,28.3622,13.3275,22.4125,13.0795,24.2651,40.1141
2002,37.5653,39.6614,17.6982,42.786,23.8571,28.3924,23.193,34.0826,38.0296,34.4,23.1631,18.7891,46.1612,22.4636,28.4038,13.2622,22.4118,13.0125,24.2776,40.2392
2003,37.6776,39.7886,17.6687,42.9355,23.8716,28.4392,23.2026,34.1701,38.1452,34.4897,23.1726,18.7674,46.3348,22.4681,28.4507,13.201,22.4159,12.9495,24.295,40.3706
2004,37.7959,39.9221,17.6436,43.0915,23.8909,28.4913,23.2172,34.2632,38.2669,34.5852,23.187,18.7501,46.5152,22.4774,28.5029,13.1439,22.4249,12.8906,24.3174,40.5082
2005,37.9202,40.0617,17.623,43.2539,23.9152,28.5487,23.2367,34.3622,38.3946,34.6864,23.2062,18.7375,46.7022,22.4915,28.5604,13.0909,22.4386,12.8358,24.3448,40.652
2006,38.0506,40.2075,17.6068,43.4228,23.9445,28.6114,23.261,34.4668,38.5284,34.7934,23.2303,18.7293,46.896,22.5105,28.6231,13.042,22.4572,12.785,24.3772,40.8021
2007,38.1869,40.3595,17.595,43.5981,23.9787,28.6794,23.2902,34.5772,38.6682,34.9062,23.2593,18.7257,47.0965,22.5343,28.6912,12.9972,22.4806,12.7383,24.4145,40.9584
2008,38.3294,40.5177,17.5877,43.7799,24.0178,28.7527,23.3243,34.6934,38.8142,35.0247,23.2932,18.7266,47.3037,22.5629,28.7646,12.9564,22.5088,12.6957,24.4567,41.121
2009,38.4778,40.6822,17.5849,43.9681,24.0618,28.8313,23.3633,34.8153,38.9662,35.1491,23.332,18.7321,47.5176,22.5963,28.8433,12.9198,22.5419,12.6572,24.504,41.2898
2010,38.6323,40.8528,17.5864,44.1627,24.1108,28.9151,23.4072,34.943,39.1242,35.2792,23.3756,18.742,47.7382,22.6346,28.9272,12.8872,22.5797,12.6227,24.5562,41.4649
2011,38.7928,41.0296,17.5925,44.3638,24.1647,29.0043,23.4559,35.0764,39.2883,35.4151,23.4241,18.7565,47.9656,22.6776,29.0165,12.8588,22.6224,12.5923,24.6134,41.6462
2012,38.9593,41.2126,17.6029,44.5714,24.2236,29.0988,23.5096,35.2156,39.4585,35.5568,23.4775,18.7756,48.1996,22.7255,29.1111,12.8344,22.6699,12.5659,24.6755,41.8337
