Year,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19
1765.0000,210.4020,627.5078,696.1831,949.7162,1082.0002,211.8618,354.0862,549.1341,277.1961,248.3739,1071.5014,764.6544,542.6340,257.0872,521.7480,1011.7411,774.8334,365.5090,256.1326,502.6087
1766.0000,210.4437,627.5705,696.2056,949.7876,1082.0746,211.9181,354.1207,549.2032,277.2300,248.4280,1071.5418,764.7086,542.7148,257.1548,521.7771,1011.7955,774.9008,365.5465,256.1958,502.6745
1767.0000,210.4869,627.6354,696.2288,949.8615,1082.1516,211.9764,354.1563,549.2748,277.2650,248.4839,1071.5835,764.7647,542.7984,257.2248,521.8071,1011.8518,774.9705,365.5854,256.2613,502.7427
1768.0000,210.5316,627.7026,696.2528,949.9380,1082.2313,212.0367,354.1933,549.3489,277.3012,248.5418,1071.6268,764.8228,542.8850,257.2973,521.8382,1011.9102,775.0428,365.6257,256.3291,502.8132
1769.0000,210.5779,627.7722,696.2777,950.0172,1082.3138,212.0992,354.2315,549.4257,277.3387,248.6018,1071.6715,764.8830,542.9747,257.3724,521.8704,1011.9705,775.1175,365.6674,256.3992,502.8863
1770.0000,210.6259,627.8442,696.3035,950.0993,1082.3993,212.1639,354.2711,549.5051,277.3776,248.6638,1071.7179,764.9453,543.0675,257.4501,521.9038,1012.0330,775.1950,365.7105,256.4719,502.9620
1771.0000,210.6755,627.9188,696.3301,950.1842,1082.4878,212.2309,354.3121,549.5874,277.4178,248.7281,1071.7659,765.0097,543.1636,257.5306,521.9383,1012.0978,775.2751,365.7552,256.5471,503.0403
1772.0000,210.7269,627.9960,696.3578,950.2722,1082.5794,212.3002,354.3545,549.6726,277.4595,248.7947,1071.8156,765.0765,543.2631,257.6139,521.9740,1012.1648,775.3581,365.8015,256.6250,503.1214
1773.0000,210.7801,628.0760,696.3864,950.3632,1082.6743,212.3720,354.3984,549.7607,277.5026,248.8636,1071.8670,765.1456,543.3662,257.7002,522.0110,1012.2341,775.4440,365.8494,256.7057,503.2054
1774.0000,210.8352,628.1588,696.4160,950.4575,1082.7725,212.4463,354.4439,549.8521,277.5473,248.9349,1071.9203,765.2172,543.4729,257.7895,522.0494,1012.3060,775.5330,365.8990,256.7892,503.2924
1775.0000,210.8922,628.2445,696.4466,950.5551,1082.8742,212.5233,354.4910,549.9466,277.5935,249.0088,1071.9755,765.2913,543.5833,257.8819,522.0890,1012.3804,775.6251,365.9504,256.8757,503.3824
1776.0000,210.9513,628.3332,696.4784,950.6562,1082.9794,212.6030,354.5397,550.0445,277.6414,249.0852,1072.0326,765.3680,543.6977,257.9777,522.1301,1012.4574,775.7205,366.0035,256.9652,503.4756
1777.0000,211.0125,628.4251,696.5112,950.7608,1083.0884,212.6855,354.5902,550.1458,277.6910,249.1644,1072.0917,765.4474,543.8161,258.0768,522.1727,1012.5371,775.8192,366.0586,257.0579,503.5721
1778.0000,211.0758,628.5202,696.5453,950.8691,1083.2013,212.7709,354.6425,550.2507,277.7423,249.2464,1072.1529,765.5297,543.9387,258.1795,522.2167,1012.6196,775.9214,366.1156,257.1538,503.6720
1779.0000,211.1413,628.6187,696.5805,950.9813,1083.3182,212.8593,354.6966,550.3594,277.7954,249.3313,1072.2163,765.6148,544.0656,258.2857,522.2623,1012.7051,776.0273,366.1746,257.2532,503.7755
1780.0000,211.2092,628.7207,696.6170,951.0974,1083.4391,212.9509,354.7526,550.4719,277.8504,249.4191,1072.2819,765.7030,544.1970,258.3957,522.3095,1012.7936,776.1369,366.2357,257.3560,503.8826
1781.0000,211.2795,628.8263,696.6547,951.2177,1083.5644,213.0457,354.8107,550.5883,277.9074,249.5101,1072.3499,765.7943,544.3331,258.5097,522.3584,1012.8852,776.2504,366.2990,257.4625,503.9935
1782.0000,211.3522,628.9356,696.6938,951.3422,1083.6941,213.1439,354.8707,550.7089,277.9664,249.6043,1072.4202,765.8888,544.4740,258.6276,522.4090,1012.9801,776.3678,366.3645,257.5728,504.1083
1783.0000,211.4276,629.0488,696.7343,951.4711,1083.8284,213.2455,354.9329,550.8337,278.0274,249.7019,1072.4931,765.9866,544.6198,258.7497,522.4614,1013.0783,776.4895,366.4323,257.6870,504.2272
1784.0000,211.5056,629.1660,696.7762,951.6045,1083.9674,213.3507,354.9973,550.9630,278.0906,249.8029,1072.5685,766.0879,544.7708,258.8761,522.5156,1013.1800,776.6154,366.5025,257.8052,504.3503
1785.0000,211.5863,629.2874,696.8196,951.7427,1084.1114,213.4597,355.0640,551.0968,278.1561,249.9074,1072.6466,766.1928,544.9272,259.0071,522.5718,1013.2853,776.7458,366.5752,257.9276,504.4777
1786.0000,211.6699,629.4130,696.8646,951.8858,1084.2604,213.5725,355.1330,551.2354,278.2239,250.0157,1072.7274,766.3014,545.0891,259.1426,522.6299,1013.3943,776.8808,366.6505,258.0543,504.6097
1787.0000,211.7565,629.5431,696.9111,952.0339,1084.4147,213.6892,355.2045,551.3788,278.2940,250.1278,1072.8111,766.4139,545.2567,259.2829,522.6902,1013.5071,777.0206,366.7284,258.1855,504.7463
1788.0000,211.8461,629.6777,696.9593,952.1873,1084.5745,213.8102,355.2784,551.5274,278.3667,250.2438,1072.8978,766.5303,545.4303,259.4282,522.7525,1013.6240,777.1653,366.8091,258.3214,504.8877
1789.0000,211.9389,629.8172,697.0092,952.3461,1084.7399,213.9354,355.3551,551.6812,278.4419,250.3640,1072.9875,766.6509,545.6100,259.5786,522.8170,1013.7450,777.3152,366.8927,258.4620,505.0342
1790.0000,212.0350,629.9615,697.0608,952.5105,1084.9112,214.0650,355.4344,551.8404,278.5198,250.4884,1073.0804,766.7757,545.7960,259.7344,522.8839,1013.8703,777.4703,366.9792,258.6077,505.1858
1791.0000,212.1345,630.1110,697.1143,952.6807,1085.0885,214.1992,355.5165,552.0053,278.6004,250.6172,1073.1766,766.9049,545.9886,259.8957,522.9531,1014.0000,777.6310,367.0687,258.7584,505.3428
1792.0000,212.2375,630.2658,697.1696,952.8570,1085.2721,214.3382,355.6015,552.1760,278.6839,250.7505,1073.2762,767.0387,546.1881,260.0626,523.0247,1014.1343,777.7973,367.1615,258.9145,505.5054
1793.0000,212.3441,630.4260,697.2269,953.0394,1085.4622,214.4820,355.6896,552.3527,278.7703,250.8886,1073.3793,767.1772,546.3946,260.2355,523.0989,1014.2733,777.9695,367.2575,259.0762,505.6737
1794.0000,212.4546,630.5919,697.2863,953.2284,1085.6590,214.6310,355.7807,552.5357,278.8598,251.0316,1073.4860,767.3206,546.6083,260.4145,523.1757,1014.4173,778.1478,367.3569,259.2435,505.8479
1795.0000,212.5689,630.7637,697.3477,953.4240,1085.8628,214.7852,355.8751,552.7251,278.9525,251.1796,1073.5966,767.4691,546.8297,260.5998,523.2552,1014.5663,778.3324,367.4598,259.4168,506.0283
1796.0000,212.6872,630.9415,697.4113,953.6265,1086.0738,214.9449,355.9728,552.9213,279.0484,251.3329,1073.7110,767.6229,547.0589,260.7917,523.3375,1014.7206,778.5235,367.5664,259.5962,506.2151
1797.0000,212.8098,631.1257,697.4772,953.8362,1086.2923,215.1102,356.0740,553.1244,279.1477,251.4915,1073.8295,767.7821,547.2962,260.9903,523.4227,1014.8804,778.7214,367.6767,259.7819,506.4085
1798.0000,212.9367,631.3163,697.5454,954.0533,1086.5184,215.2814,356.1787,553.3347,279.2506,251.6558,1073.9522,767.9469,547.5419,261.1960,523.5110,1015.0458,778.9263,367.7909,259.9742,506.6088
1799.0000,213.0681,631.5137,697.6160,954.2781,1086.7526,215.4587,356.2872,553.5524,279.3571,251.8259,1074.0792,768.1175,547.7962,261.4090,523.6024,1015.2171,779.1384,367.9092,260.1734,506.8161
1800.0000,213.2041,631.7181,697.6891,954.5109,1086.9951,215.6422,356.3995,553.7778,279.4673,252.0020,1074.2107,768.2942,548.0596,261.6295,523.6970,1015.3945,779.3580,368.0317,260.3795,507.0308
1801.0000,213.3449,631.9297,697.7648,954.7518,1087.2461,215.8322,356.5157,554.0112,279.5815,252.1844,1074.3469,768.4771,548.3323,261.8578,523.7949,1015.5781,779.5854,368.1585,260.5930,507.2530
1802.0000,213.4907,632.1488,697.8431,955.0013,1087.5060,216.0289,356.6361,554.2528,279.6996,252.3732,1074.4879,768.6665,548.6146,262.0941,523.8963,1015.7682,779.8209,368.2897,260.8140,507.4831
1803.0000,213.6417,632.3756,697.9243,955.2597,1087.7751,216.2326,356.7607,554.5030,279.8220,252.5686,1074.6339,768.8626,548.9069,262.3389,524.0013,1015.9650,780.0646,368.4256,261.0428,507.7214
1804.0000,213.7980,632.6105,698.0083,955.5271,1088.0538,216.4434,356.8898,554.7620,279.9487,252.7710,1074.7850,769.0657,549.2096,262.5922,524.1101,1016.1688,780.3170,368.5664,261.2797,507.9680
1805.0000,213.9598,632.8537,698.0953,955.8041,1088.3422,216.6618,357.0234,555.0302,280.0799,252.9806,1074.9415,769.2759,549.5230,262.8546,524.2226,1016.3798,780.5784,368.7121,261.5250,508.2234
1806.0000,214.1274,633.1054,698.1853,956.0908,1088.6409,216.8878,357.1617,555.3079,280.2157,253.1975,1075.1035,769.4936,549.8474,263.1262,524.3392,1016.5983,780.8489,368.8629,261.7789,508.4879
1807.0000,214.3009,633.3661,698.2786,956.3876,1088.9502,217.1219,357.3049,555.5954,280.3563,253.4221,1075.2712,769.7189,550.1833,263.4074,524.4598,1016.8245,781.1290,369.0191,262.0419,508.7617
1808.0000,214.4805,633.6360,698.3751,956.6950,1089.2704,217.3642,357.4532,555.8931,280.5019,253.6547,1075.4449,769.9522,550.5311,263.6986,524.5848,1017.0587,781.4191,369.1808,262.3141,509.0451
1809.0000,214.6665,633.9154,698.4750,957.0132,1089.6019,217.6151,357.6067,556.2013,280.6526,253.8955,1075.6247,770.1938,550.8912,264.0001,524.7141,1017.3011,781.7194,369.3483,262.5960,509.3386
1810.0000,214.8591,634.2048,698.5785,957.3427,1089.9451,217.8749,357.7657,556.5204,280.8087,254.1448,1075.8109,770.4439,551.2641,264.3122,524.8481,1017.5522,782.0303,369.5216,262.8878,509.6425
1811.0000,215.0584,634.5043,698.6857,957.6838,1090.3005,218.1439,357.9303,556.8508,280.9703,254.4030,1076.0037,770.7029,551.6501,264.6354,524.9867,1017.8121,782.3522,369.7011,263.1900,509.9571
1812.0000,215.2648,634.8145,698.7966,958.0370,1090.6685,218.4223,358.1007,557.1929,281.1376,254.6702,1076.2033,770.9710,552.0498,264.9700,525.1303,1018.0812,782.6855,369.8869,263.5028,510.2829
1813.0000,215.4786,635.1356,698.9115,958.4027,1091.0494,218.7107,358.2771,557.5471,281.3108,254.9469,1076.4099,771.2486,552.4636,265.3165,525.2789,1018.3599,783.0306,370.0793,263.8267,510.6202
1814.0000,215.6998,635.4681,699.0304,958.7814,1091.4439,219.0092,358.4598,557.9138,281.4902,255.2334,1076.6238,771.5360,552.8920,265.6752,525.4328,1018.6484,783.3879,370.2786,264.1621,510.9694
1815.0000,215.9289,635.8123,699.1535,959.1734,1091.8522,219.3183,358.6489,558.2935,281.6759,255.5301,1076.8454,771.8336,553.3356,266.0465,525.5922,1018.9471,783.7579,370.4848,264.5094,511.3309
1816.0000,216.1662,636.1687,699.2810,959.5793,1092.2751,219.6383,358.8447,558.6866,281.8681,255.8372,1077.0747,772.1418,553.7949,266.4311,525.7572,1019.2564,784.1409,370.6984,264.8689,511.7053
1817.0000,216.4118,636.5378,699.4130,959.9995,1092.7129,219.9696,359.0475,559.0936,282.0672,256.1552,1077.3122,772.4608,554.2705,266.8292,525.9280,1019.5766,784.5375,370.9195,265.2411,512.0929
1818.0000,216.6660,636.9198,699.5497,960.4346,1093.1661,220.3127,359.2574,559.5150,282.2733,256.4844,1077.5580,772.7911,554.7628,267.2414,526.1049,1019.9081,784.9480,371.1484,265.6265,512.4942
1819.0000,216.9293,637.3154,699.6912,960.8851,1093.6354,220.6679,359.4747,559.9513,282.4867,256.8253,1077.8126,773.1331,555.2726,267.6682,526.2880,1020.2513,785.3732,371.3854,266.0255,512.9096
1820.0000,217.2019,637.7250,699.8377,961.3515,1094.1213,221.0356,359.6998,560.4030,282.7076,257.1783,1078.0762,773.4871,555.8004,268.1100,526.4776,1020.6067,785.8133,371.6308,266.4387,513.3398
1821.0000,217.4841,638.1491,699.9893,961.8345,1094.6244,221.4164,359.9327,560.8708,282.9364,257.5437,1078.3491,773.8537,556.3469,268.5676,526.6739,1020.9747,786.2690,371.8849,266.8664,513.7852
1822.0000,217.7764,638.5881,700.1464,962.3345,1095.1453,221.8106,360.1740,561.3550,283.1732,257.9220,1078.6316,774.2333,556.9127,269.0412,526.8771,1021.3557,786.7409,372.1480,267.3093,514.2464
1823.0000,218.0789,639.0427,700.3090,962.8522,1095.6846,222.2188,360.4237,561.8564,283.4185,258.3138,1078.9241,774.6263,557.4985,269.5317,527.0875,1021.7502,787.2294,372.4204,267.7679,514.7238
1824.0000,218.3922,639.5134,700.4773,963.3882,1096.2430,222.6414,360.6823,562.3755,283.6724,258.7193,1079.2270,775.0332,558.1051,270.0395,527.3054,1022.1586,787.7352,372.7024,268.2426,515.2182
1825.0000,218.7165,640.0007,700.6517,963.9431,1096.8211,223.0789,360.9501,562.9130,283.9352,259.1393,1079.5406,775.4545,558.7331,270.5652,527.5310,1022.5814,788.2589,372.9944,268.7342,515.7300
1826.0000,219.0523,640.5053,700.8321,964.5177,1097.4197,223.5320,361.2273,563.4695,284.2074,259.5741,1079.8653,775.8907,559.3833,271.1096,527.7646,1023.0192,788.8011,373.2967,269.2432,516.2600
1827.0000,219.4000,641.0277,701.0190,965.1127,1098.0395,224.0010,361.5143,564.0457,284.4892,260.0242,1080.2015,776.3423,560.0565,271.6732,528.0064,1023.4725,789.3625,373.6097,269.7701,516.8087
1828.0000,219.7600,641.5686,701.2125,965.7286,1098.6811,224.4867,361.8115,564.6423,284.7810,260.4903,1080.5495,776.8099,560.7535,272.2567,528.2567,1023.9419,789.9438,373.9338,270.3157,517.3767
1829.0000,220.1327,642.1286,701.4128,966.3664,1099.3455,224.9895,362.1192,565.2599,285.0831,260.9729,1080.9099,777.2940,561.4751,272.8609,528.5160,1024.4278,790.5456,374.2693,270.8806,517.9649
1830.0000,220.5186,642.7084,701.6202,967.0267,1100.0334,225.5101,362.4377,565.8994,285.3958,261.4725,1081.2830,777.7953,562.2223,273.4864,528.7844,1024.9309,791.1687,374.6168,271.4654,518.5739
1831.0000,220.9181,643.3087,701.8349,967.7103,1100.7456,226.0491,362.7675,566.5615,285.7197,261.9898,1081.6693,778.3142,562.9959,274.1341,529.0623,1025.4518,791.8139,374.9765,272.0710,519.2044
1832.0000,221.3318,643.9303,702.0572,968.4182,1101.4830,226.6072,363.1090,567.2471,286.0550,262.5254,1082.0693,778.8516,563.7969,274.8046,529.3500,1025.9912,792.4818,375.3489,272.6980,519.8573
1833.0000,221.7601,644.5738,702.2874,969.1510,1102.2464,227.1850,363.4626,567.9569,286.4021,263.0800,1082.4834,779.4079,564.6262,275.4989,529.6479,1026.5496,793.1734,375.7345,273.3471,520.5332
1834.0000,222.2035,645.2401,702.5257,969.9098,1103.0369,227.7833,363.8287,568.6918,286.7615,263.6542,1082.9122,779.9839,565.4849,276.2178,529.9563,1027.1277,793.8894,376.1337,274.0192,521.2330
1835.0000,222.6627,645.9300,702.7725,970.6954,1103.8553,228.4027,364.2077,569.4527,287.1337,264.2486,1083.3561,780.5803,566.3739,276.9621,530.2757,1027.7264,794.6308,376.5471,274.7151,521.9576
1836.0000,223.1380,646.6443,703.0280,971.5089,1104.7027,229.0440,364.6002,570.2405,287.5190,264.8641,1083.8157,781.1978,567.2943,277.7327,530.6063,1028.3461,795.3984,376.9750,275.4356,522.7078
1837.0000,223.6302,647.3838,703.2925,972.3511,1105.5801,229.7081,365.0065,571.0561,287.9179,265.5014,1084.2916,781.8371,568.2473,278.5305,530.9486,1028.9879,796.1932,377.4182,276.1816,523.4845
1838.0000,224.1398,648.1495,703.5664,973.2230,1106.4884,230.3956,365.4272,571.9007,288.3310,266.1612,1084.7843,782.4991,569.2340,279.3566,531.3031,1029.6523,797.0160,377.8769,276.9539,524.2887
1839.0000,224.6675,648.9423,703.8499,974.1259,1107.4289,231.1074,365.8627,572.7750,288.7586,266.8444,1085.2945,783.1844,570.2557,280.2119,531.6700,1030.3402,797.8680,378.3519,277.7536,525.1214
1840.0000,225.2138,649.7631,704.1435,975.0606,1108.4027,231.8444,366.3137,573.6804,289.2014,267.5517,1085.8227,783.8940,571.3134,281.0974,532.0500,1031.0524,798.7501,378.8438,278.5816,525.9835
1841.0000,225.7794,650.6130,704.4475,976.0284,1109.4109,232.6074,366.7806,574.6177,289.6598,268.2840,1086.3696,784.6287,572.4086,282.0143,532.4434,1031.7898,799.6633,379.3530,279.4388,526.8761
1842.0000,226.3650,651.4929,704.7622,977.0305,1110.4548,233.3975,367.2641,575.5882,290.1345,269.0422,1086.9358,785.3894,573.5425,282.9636,532.8507,1032.5533,800.6089,379.8802,280.3264,527.8003
1843.0000,226.9713,652.4039,705.0881,978.0679,1111.5356,234.2155,367.7646,576.5930,290.6259,269.8273,1087.5220,786.1770,574.7165,283.9464,533.2724,1033.3439,801.5880,380.4261,281.2453,528.7571
1844.0000,227.5991,653.3471,705.4255,979.1421,1112.6546,235.0624,368.2828,577.6333,291.1347,270.6401,1088.1290,786.9924,575.9320,284.9641,533.7091,1034.1623,802.6016,380.9912,282.1968,529.7479
1845.0000,228.2491,654.3238,705.7748,980.2543,1113.8132,235.9393,368.8194,578.7105,291.6616,271.4817,1088.7575,787.8367,577.1905,286.0177,534.1611,1035.0098,803.6512,381.5764,283.1819,530.7736
1846.0000,228.9220,655.3349,706.1365,981.4058,1115.0128,236.8472,369.3750,579.8257,292.2070,272.3530,1089.4082,788.7108,578.4936,287.1086,534.6292,1035.8872,804.7378,382.1822,284.2019,531.8356
1847.0000,229.6188,656.3818,706.5109,982.5980,1116.2548,237.7872,369.9502,580.9804,292.7718,273.2551,1090.0819,789.6159,579.8427,288.2381,535.1138,1036.7956,805.8629,382.8095,285.2579,532.9352
1848.0000,230.3402,657.4658,706.8987,983.8325,1117.5408,238.7604,370.5457,582.1760,293.3565,274.1892,1090.7794,790.5530,581.2395,289.4075,535.6156,1037.7362,807.0277,383.4590,286.3513,534.0737
1849.0000,231.0871,658.5881,707.3001,985.1105,1118.8722,239.7681,371.1623,583.4138,293.9619,275.1563,1091.5016,791.5232,582.6858,290.6183,536.1351,1038.7100,808.2338,384.1315,287.4833,535.2524
1850.0000,231.8605,659.7501,707.7157,986.4338,1120.2507,240.8114,371.8007,584.6954,294.5887,276.1576,1092.2493,792.5277,584.1832,291.8719,536.6730,1039.7183,809.4825,384.8277,288.6554,536.4729
1851.0000,232.6612,660.9532,708.1460,987.8039,1121.6780,241.8917,372.4617,586.0223,295.2377,277.1943,1093.0235,793.5678,585.7335,293.1699,537.2299,1040.7622,810.7754,385.5485,289.8690,537.7365
1852.0000,233.4902,662.1988,708.5916,989.2224,1123.1558,243.0101,373.1461,587.3962,295.9096,278.2677,1093.8251,794.6446,587.3387,294.5137,537.8065,1041.8430,812.1140,386.2949,291.1255,539.0448
1853.0000,234.3485,663.4885,709.0529,990.6911,1124.6858,244.1681,373.8547,588.8186,296.6053,279.3790,1094.6550,795.7595,589.0007,295.9051,538.4035,1042.9621,813.5000,387.0676,292.4264,540.3994
1854.0000,235.2373,664.8238,709.5305,992.2118,1126.2699,245.3670,374.5883,590.2914,297.3256,280.5297,1095.5142,796.9139,590.7215,297.3457,539.0216,1044.1208,814.9350,387.8677,293.7733,541.8018
1855.0000,236.1574,666.2063,710.0250,993.7862,1127.9101,246.6084,375.3479,591.8163,298.0714,281.7211,1096.4039,798.1091,592.5031,298.8373,539.6616,1045.3205,816.4208,388.6961,295.1679,543.2539
1856.0000,237.1101,667.6378,710.5370,995.4164,1129.6083,247.8936,376.1344,593.3951,298.8436,282.9545,1097.3250,799.3466,594.3477,300.3816,540.3242,1046.5625,817.9590,389.5538,296.6118,544.7574
1857.0000,238.0964,669.1199,711.0671,997.1041,1131.3665,249.2244,376.9486,595.0297,299.6431,284.2317,1098.2788,800.6278,596.2576,301.9805,541.0102,1047.8486,819.5518,390.4418,298.1068,546.3140
1858.0000,239.1177,670.6543,711.6160,998.8516,1133.1870,250.6021,377.7917,596.7221,300.4708,285.5540,1099.2662,801.9544,598.2350,303.6360,541.7205,1049.1801,821.2008,391.3612,299.6546,547.9257
1859.0000,240.1751,672.2431,712.1843,1000.6609,1135.0718,252.0287,378.6646,598.4745,301.3279,286.9230,1100.2886,803.3279,600.2824,305.3501,542.4560,1050.5587,822.9082,392.3132,301.2572,549.5944
1860.0000,241.2699,673.8881,712.7727,1002.5342,1137.0233,253.5056,379.5684,600.2887,302.2152,288.3405,1101.3471,804.7499,602.4022,307.1248,543.2174,1051.9860,824.6759,393.2988,302.9165,551.3221
1861.0000,242.4034,675.5912,713.3818,1004.4738,1139.0438,255.0348,380.5041,602.1672,303.1339,289.8081,1102.4431,806.2223,604.5970,308.9622,544.0058,1053.4639,826.5062,394.3193,304.6344,553.1109
1862.0000,243.5770,677.3546,714.0126,1006.4819,1141.1358,256.6181,381.4729,604.1121,304.0852,291.3277,1103.5778,807.7467,606.8693,310.8646,544.8221,1054.9940,828.4012,395.3758,306.4132,554.9630
1863.0000,244.7921,679.1803,714.6656,1008.5611,1143.3017,258.2574,382.4760,606.1258,305.0700,292.9009,1104.7527,809.3251,609.2221,312.8343,545.6672,1056.5782,830.3632,396.4698,308.2548,556.8806
1864.0000,246.0502,681.0707,715.3418,1010.7138,1145.5443,259.9547,383.5146,608.2107,306.0897,294.5299,1105.9691,810.9592,611.6581,314.8737,546.5422,1058.2185,832.3947,397.6024,310.1616,558.8660
1865.0000,247.3528,683.0278,716.0418,1012.9426,1147.8662,261.7120,384.5899,610.3694,307.1455,296.2164,1107.2285,812.6512,614.1802,316.9853,547.4482,1059.9167,834.4980,398.7751,312.1358,560.9216
1866.0000,248.7014,685.0543,716.7666,1015.2503,1150.2703,263.5315,385.7033,612.6044,308.2386,297.9626,1108.5325,814.4030,616.7916,319.1715,548.3863,1061.6751,836.6756,399.9893,314.1799,563.0500
1867.0000,250.0978,687.1523,717.5171,1017.6396,1152.7593,265.4153,386.8560,614.9185,309.3704,299.7705,1109.8827,816.2168,619.4953,321.4350,549.3575,1063.4956,838.9303,401.2464,316.2962,565.2536
1868.0000,251.5435,689.3246,718.2941,1020.1134,1155.3364,267.3658,388.0495,617.3144,310.5422,301.6424,1111.2805,818.0947,622.2946,323.7786,550.3630,1065.3806,841.2648,402.5480,318.4874,567.5352
1869.0000,253.0404,691.5738,719.0986,1022.6748,1158.0046,269.3852,389.2852,619.7950,311.7555,303.5805,1112.7278,820.0391,625.1930,326.2051,551.4041,1067.3322,843.6818,403.8956,320.7561,569.8975
1870.0000,254.5902,693.9024,719.9315,1025.3267,1160.7673,271.4761,390.5646,622.3634,313.0116,305.5872,1114.2263,822.0522,628.1938,328.7174,552.4821,1069.3528,846.1843,405.2909,323.1050,572.3433
1871.0000,256.1949,696.3135,720.7939,1028.0724,1163.6276,273.6409,391.8893,625.0226,314.3122,307.6648,1115.7778,824.1366,631.3008,331.3185,553.5981,1071.4449,848.7753,406.7355,325.5371,574.8756
1872.0000,257.8563,698.8098,721.6868,1030.9152,1166.5891,275.8823,393.2608,627.7759,315.6588,309.8159,1117.3842,826.2946,634.5177,334.0117,554.7537,1073.6110,851.4580,408.2312,328.0551,577.4975
1873.0000,259.5764,701.3944,722.6113,1033.8586,1169.6553,278.2030,394.6808,630.6266,317.0530,312.0431,1119.0474,828.5290,637.8484,336.8001,555.9501,1075.8537,854.2355,409.7799,330.6622,580.2121
1874.0000,261.3575,704.0704,723.5684,1036.9060,1172.8300,280.6057,396.1511,633.5781,318.4966,314.3491,1120.7694,830.8424,641.2969,339.6871,557.1888,1078.1757,857.1113,411.3833,333.3615,583.0228
1875.0000,263.2015,706.8411,724.5595,1040.0613,1176.1170,283.0934,397.6734,636.6340,319.9912,316.7366,1122.5524,833.2376,644.8673,342.6763,558.4714,1080.5799,860.0888,413.0434,336.1563,585.9328
1876.0000,265.1107,709.7098,725.5855,1043.3281,1179.5203,285.6691,399.2495,639.7980,321.5386,319.2086,1124.3984,835.7176,648.5641,345.7712,559.7993,1083.0691,863.1717,414.7622,339.0500,588.9458
